Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2026/02/20,currently-reading,currently-reading (#3),currently-reading,,,,1,0
228021836,A Case of the Claws: Classic Tales of Feline Crime (Vintage Murders),Catherine Aird,"Aird, Catherine","Edmund Crispin, Patricia Highsmith, Ellis Peters","=""1805226096""","=""9781805226093""",0,3.65,Profile Books,Kindle Edition,96,2025,,,2026/02/20,to-read,to-read (#88),to-read,,,,0,0
1715,Metamorphoses,Ovid,"Ovid, Ovid","David Raeburn, Denis Feeney","=""014044789X""","=""9780140447897""",0,4.10,Penguin,Paperback,723,2004,8,,2026/02/20,to-read,to-read (#87),to-read,,,,0,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",3,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,2026/02/16,2026/02/03,,,read,,,,1,0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""0062315005""","=""9780062315007""",4,3.92,HarperOne,Paperback,182,2014,1988,2026/02/10,2026/02/09,,,read,,,,1,0
25246592,The Man Who Spoke Snakish,Andrus Kivirähk,"Kivirähk, Andrus",Christopher Moseley,"=""0802124127""","=""9780802124128""",0,4.20,"Grove Press, Black Cat",Paperback,442,2015,2007,,2026/02/05,to-read,to-read (#86),to-read,,,,0,0
56465,The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker,"Becker, Gavin de",,"=""0747538352""","=""9780747538356""",0,4.18,Bloomsbury Publishing PLC,Paperback,352,2000,1997,,2025/11/25,currently-reading,currently-reading (#2),currently-reading,,,,1,0
53287484,"Midnight Sun (The Twilight Saga, #5)",Stephenie Meyer,"Meyer, Stephenie",,"=""031670704X""","=""9780316707046""",2,3.75,"Little, Brown Books for Young Readers",Hardcover,662,2020,2020,2026/02/05,2025/12/10,,,read,I guess if you're a HUGE twilight fan its pretty nice to read some more 'behind the scenes' conversations but it was too long and boring to me ,,,1,0
8933944,"Harry Potter: The Prequel (Harry Potter, #0.5)",J.K. Rowling,"Rowling, J.K.",,"=""1156923441""","=""9781156923443""",3,4.08,Books LLC,ebook,3,2008,2008,2026/02/03,2026/02/03,,,read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",4,4.47,Scholastic Inc,Hardcover,309,2003,1997,2026/02/01,2026/01/25,,,read,,,,1,0
110384,"Romancing Mister Bridgerton (Bridgertons, #4)",Julia Quinn,"Quinn, Julia",,"=""0380820846""","=""9780380820849""",0,3.88,Avon,Mass Market Paperback,370,2002,2002,,2026/01/26,currently-reading,currently-reading (#1),currently-reading,,,,1,0
9408584,"An Offer From a Gentleman (Bridgertons, #3)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",3,3.94,Avon,Paperback,390,2009,2001,2026/01/26,2026/01/21,,,read,,,,1,0
861326,"The Viscount Who Loved Me (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",,"=""""","=""""",3,3.99,Avon,Mass Market Paperback,480,2006,2000,2026/01/21,2026/01/19,,,read,,,,1,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""1803144378""","=""9781803144375""",0,4.27,Bookouture,Kindle Edition,329,2022,2022,,2026/01/20,to-read,to-read (#85),to-read,,,,0,0
110391,"The Duke and I (Bridgertons, #1)",Julia Quinn,"Quinn, Julia",,"=""0380800829""","=""9780380800827""",4,3.80,Avon Books,Mass Market Paperback,384,2006,2000,2026/01/19,2026/01/19,,,read,,,,1,0
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Diana Lewis Burgin, Katherine Tiernan O'Connor, Ellendea Proffer, Hans Fronius, Михаил Булгаков","=""0679760806""","=""9780679760801""",0,4.28,Vintage International,Paperback,372,1996,1967,,2026/01/09,to-read,to-read (#84),to-read,,,,0,0
221349385,A Heart for Christmas: My Advent Novel,Sophie Jomain,"Jomain, Sophie",Manon Bucciarelli,"=""2898245704""","=""9782898245701""",3,2.88,Auzou Publishing LTD,Paperback,388,,2024,2025/12/25,2025/12/15,,,read,,,,1,0
213960819,"Three Bags Full (Sheep Detective Story, #1)",Leonie Swann,"Swann, Leonie","Anthea Bell, A.J. Finn","=""1641296828""","=""9781641296823""",0,3.61,Soho Crime,Paperback,384,2025,2005,,2025/12/22,to-read,to-read (#83),to-read,,,,0,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",4,3.76,"Little, Brown and Company",Hardcover,756,2008,2008,2011/01/01,2024/11/25,,,read,Secretly had too much fun met deze serie opnieuw te lezen ,,,2,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",3,4.32,Avery,Kindle Edition,319,2018,2018,2025/12/08,2025/12/07,,,read,,,,1,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",3,3.74,"Little, Brown and Company",Hardcover,629,2007,2007,2011/01/01,2024/11/25,,,read,,,,2,0
60049848,She and Her Cat,Makoto Shinkai,"Shinkai, Makoto","Naruki Nagakawa, Ginny Tapley Takemori","=""085752822X""","=""9780857528223""",3,3.87,Doubleday,Hardcover,156,2022,2013,2023/03/05,2023/02/08,,,read,,,,1,0
29626641,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""1471156265""","=""9781471156267""",1,4.08,Simon & Schuster UK,Paperback,378,2016,2016,2023/08/14,2023/08/13,,,read,,,,1,0
58340706,"One Dark Window (The Shepherd King, #1)",Rachel Gillig,"Gillig, Rachel",,"=""0316312487""","=""9780316312486""",0,4.26,Orbit,Paperback,432,2022,2022,,2025/11/10,to-read,to-read (#82),to-read,,,,0,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160199""","=""9780316160193""",3,3.62,"Little, Brown and Company",Hardcover,563,2006,2006,2011/01/01,2024/11/25,,,read,,,,2,0
58179874,"Very Bad Kings (Kingston University, #1)",J.S. Wonda,"Wonda, J.S.",,"=""""","=""""",0,3.49,,Kindle Edition,495,2021,,,2025/10/14,to-read,to-read (#81),to-read,,,,0,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",4,3.68,"Little, Brown and Company",Paperback,498,2006,2005,2011/01/01,2024/11/25,,,read,unironically still love these books 15 years later hahahaah,,,2,0
217388015,Automatic Noodle,Annalee Newitz,"Newitz, Annalee",,"=""1250357462""","=""9781250357465""",0,3.73,Tordotcom,Hardcover,163,2025,2025,,2025/10/12,to-read,to-read (#80),to-read,,,,0,0
199928276,The Love of My Afterlife,Kirsty Greenwood,"Greenwood, Kirsty",,"=""0593816137""","=""9780593816134""",0,4.04,Berkley,Paperback,369,2024,2024,,2025/10/12,to-read,to-read (#79),to-read,,,,0,0
55358346,Ik weet je wachtwoord,Daniël Verlaan,"Verlaan, Daniël",,"=""9493168069""","=""9789493168060""",5,4.07,Das Mag,Paperback,347,2020,2020,2025/10/11,2024/12/01,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",0,4.46,Henry Holt & Company,Hardcover,480,2015,2015,,2025/10/10,to-read,to-read (#78),to-read,,,,0,0
209220917,Butter,Asako Yuzuki,"Yuzuki, Asako",Polly Barton,"=""0008511683""","=""9780008511685""",0,3.45,Fourth Estate,Paperback,452,2024,2017,,2025/10/10,to-read,to-read (#77),to-read,,,,0,0
218873208,"Falling Like Leaves (Bramble Falls, #1)",Misty  Wilson,"Wilson, Misty",,"=""1665975199""","=""9781665975193""",0,3.80,Simon & Schuster,Paperback,352,2025,2025,,2025/10/10,to-read,to-read (#76),to-read,,,,0,0
227861344,"Throne of Nightmares (Prince of Sin, #3)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""""","=""""",0,4.03,"Little, Brown and Company",Hardcover,,2026,2026,,2025/10/01,to-read,to-read (#75),to-read,,,,0,0
204593559,"Throne of Secrets (Prince of Sin, #2)",Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316557544""","=""9780316557542""",0,3.90,"Little, Brown and Company",Hardcover,502,2024,2024,,2025/10/01,to-read,to-read (#74),to-read,,,,0,0
62809250,A War Amongst the Stars (Star-Crossed Lovers #1),Tristin Clark,"Clark, Tristin",,"=""""","=""""",0,3.53,,Kindle Edition,582,2022,,,2025/09/30,to-read,to-read (#73),to-read,,,,0,0
52122096,Manacled,SenLinYu,"SenLinYu, SenLinYu",,"=""""","=""""",0,4.62,Archive of Our Own,Hardcover,925,2018,2019,,2025/09/30,to-read,to-read (#72),to-read,,,,0,0
222490389,Alchemised,SenLinYu,"SenLinYu, SenLinYu",,"=""0593972708""","=""9780593972700""",0,4.36,Del Rey,Hardcover,1030,2025,2025,,2025/09/30,to-read,to-read (#71),to-read,,,,0,0
220255008,"The Gingerbread Bakery (Dream Harbor, #5)",Laurie Gilmore,"Gilmore, Laurie",,"=""0008728097""","=""9780008728090""",4,3.92,HarperCollins,Paperback,358,2025,2025,2025/09/29,2025/09/15,,,read,,,,1,0
213186396,"The Strawberry Patch Pancake House (Dream Harbor, #4)",Laurie Gilmore,"Gilmore, Laurie",,"=""0008713340""","=""9780008713348""",2,3.90,HarperCollins,Paperback,384,2025,2025,2025/09/15,2024/10/07,,,read,,,,1,0
236368418,"The Daisy Chain Flower Shop (Dream Harbor, #6)",Laurie Gilmore,"Gilmore, Laurie",,"=""0008761477""","=""9780008761479""",0,4.13,HarperCollins,Paperback,384,2026,2026,,2025/09/15,to-read,to-read (#70),to-read,,,,0,0
215080828,The Painter's Muse,Emmelie Arents,"Arents, Emmelie",,"=""9464945338""","=""9789464945331""",0,3.84,Hamley Books,Paperback,352,2024,,,2024/12/22,to-read,to-read (#69),to-read,,,,1,0
218225041,The Flood,Michael McDowell,"McDowell, Michael",,"=""1804996378""","=""9781804996379""",0,3.69,Penguin,Paperback,211,2024,1983,,2025/02/09,to-read,to-read (#68),to-read,,,,1,0
123368729,"Slaying the Vampire Conqueror (Crowns of Nyaxia, #2.5)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.11,Amazon Digital Services,Kindle Edition,369,2023,2023,,2025/06/29,to-read,to-read (#67),to-read,,,,1,0
141247819,"A Broken Throne of Bronze (Of Metals and Curses, #1)",Renna Ashley,"Ashley, Renna",,"=""""","=""""",0,3.37,Independently Published,Kindle Edition,541,2023,2023,,2025/09/10,to-read,to-read (#66),to-read,,,,0,0
128123545,Death's Obsession,Avina St. Graves,"Graves, Avina St.",,"=""""","=""""",0,3.50,,ebook,178,2023,2023,,2025/09/07,to-read,to-read (#65),to-read,,,,0,0
84892045,"Heartless (Chestnut Springs, #2)",Elsie Silver,"Silver, Elsie",,"=""0349437696""","=""9780349437699""",2,4.36,Piatkus,Kindle Edition,462,2023,2022,2025/08/29,2025/08/25,,,read,"Drink everytime you read ""she rolled her lips"" or him ""scowling"". Also surprise pregnancy trope ? yeahhh... not for me",true,,1,0
222139705,"Dream by the Shadows (The Shadow Weavers Duology, #1)",Logan Karlie,"Karlie, Logan",,"=""0316587745""","=""9780316587747""",0,3.46,Christy Ottaviano Books,Hardcover,352,2025,2023,,2025/08/28,to-read,to-read (#64),to-read,,,,0,0
223707918,"You've Found Oliver (You've Reached Sam, #2)",Dustin Thao,"Thao, Dustin",,"=""0593858476""","=""9780593858479""",0,3.91,Dutton Books for Young Readers,Hardcover,288,2025,2025,,2025/08/27,to-read,to-read (#63),to-read,,,,0,0
202468425,"The Full Moon Coffee Shop (The Full Moon Coffee Shop, #1)",Mai Mochizuki,"Mochizuki, Mai",Jesse Kirkwood,"=""0593726820""","=""9780593726822""",4,3.59,Ballantine Books,Hardcover,240,2024,2020,2025/07/23,2024/10/11,,,read,,,,1,0
58098905,SAKAMOTO DAYS 3,Yuto Suzuki,"Suzuki, Yuto",鈴木祐斗,"=""4088827635""","=""9784088827636""",0,4.32,集英社,Paperback,192,2021,2021,2025/06/30,2025/06/30,,,read,,,,1,0
57557794,SAKAMOTO DAYS 2,Yuto Suzuki,"Suzuki, Yuto",鈴木祐斗,"=""408882685X""","=""9784088826851""",0,4.28,集英社,Paperback,192,2021,2021,2025/06/28,2025/06/29,,,read,,,,1,0
55980428,SAKAMOTO DAYS 1,Yuto Suzuki,"Suzuki, Yuto",鈴木祐斗,"=""4088826574""","=""9784088826578""",0,4.25,集英社,Paperback,192,2021,2021,2025/06/28,2025/06/29,,,read,,,,1,0
30027208,"Nekogahara: Stray Cat Samurai, Vol. 2",Hiroyuki Takei,"Takei, Hiroyuki",,"=""1632363968""","=""9781632363961""",0,3.63,Kodansha Comics,Paperback,180,2017,,2025/04/30,2025/06/29,,,read,,,,1,0
29844807,"Nekogahara: Stray Cat Samurai, Vol. 1",Hiroyuki Takei,"Takei, Hiroyuki",,"=""1632363658""","=""9781632363657""",0,3.55,Kodansha Comics,Paperback,182,2016,2016,2025/04/30,2025/06/29,,,read,,,,1,0
53972440,Three Days of Happiness,Sugaru Miaki,"Miaki, Sugaru",,"=""""","=""""",0,4.35,,ebook,223,,2013,2025/04/28,2025/06/29,,,read,,,,1,0
213960809,Cat + Gamer Volume 7,Wataru Nadatani,"Nadatani, Wataru","Susie Lee, Zack Davisson","=""1506736661""","=""9781506736662""",0,4.38,Dark Horse Manga,Paperback,160,2025,2022,2025/04/21,2025/06/29,,,read,,,,1,0
205807467,Cat + Gamer Volume 6,Wataru Nadatani,"Nadatani, Wataru","Susie Lee, Zack Davisson","=""1506736653""","=""9781506736655""",0,4.37,Dark Horse Manga,Paperback,168,2024,2021,2025/04/21,2025/06/29,,,read,,,,1,0
168702366,Cat + Gamer Volume 4,Wataru Nadatani,"Nadatani, Wataru","Zack Davisson, Susie Lee","=""1506736637""","=""9781506736631""",0,4.41,Dark Horse Manga,Paperback,168,2024,2020,2025/03/01,2025/06/29,,,read,,,,1,0
59408550,Cat + Gamer Volume 2,Wataru Nadatani,"Nadatani, Wataru",,"=""1506727425""","=""9781506727424""",0,4.32,Dark Horse Manga,Paperback,176,2022,2019,2025/02/01,2025/06/29,,,read,,,,1,0
58671043,Cat + Gamer Volume 1,Wataru Nadatani,"Nadatani, Wataru",Zack Davisson,"=""""","=""""",0,4.17,Dark Horse Manga,,200,2022,2019,2025/02/01,2025/06/29,,,read,,,,1,0
83823541,Cat + Gamer Volume 3,Wataru Nadatani,"Nadatani, Wataru",,"=""1506727433""","=""9781506727431""",0,4.33,Dark Horse Manga,Paperback,168,2023,2020,2025/03/01,2025/06/29,,,read,,,,1,0
138358709,A Ship of Bones and Teeth,Karina Halle,"Halle, Karina",,"=""""","=""""",0,3.74,Metal Blonde Books,Kindle Edition,442,2023,2023,,2025/06/15,to-read,to-read (#62),to-read,,,,0,0
